,Profit
9573,6.45
9574,-12.12
9575,0.4752
9576,-7.70704
9577,65.92
9578,156.69
9579,12.456
9580,2.76
9581,12.72
9582,9.87
9583,-10.668
9584,18.9
9585,55.269
9586,10.881
9587,-33.6
9588,16.6698
9589,-260.82
9590,54.057
9591,-18.396
9592,-24.324
9593,67.35
9594,17.01
9595,28.3
9596,-203.778
9597,119.34
9598,1.02
9599,-2.1322
9600,-67.5
9601,-142.128
9602,-141.435
9603,3.76
9604,5.798
9605,8.274
9606,-11.505
9607,-158.102
9608,2.46
9609,10.8
9610,-48.66
9611,-28.128
9612,26.916
9613,568.32
9614,157.32
9615,81.27
9616,41.16
9617,42.588
9618,11.94
9619,15.6078
9620,-47.1798
9621,14.13
9622,9.6
9623,30.48
9624,-100.223
9625,111.731
9626,2.44
9627,13.5
9628,12.48
9629,131.94
9630,206.301
9631,57.26
9632,17.52
9633,22.7136
9634,21.6
9635,-7.192
9636,1.56
9637,9.9652
9638,2.52
9639,0.99
9640,-4.832
9641,-9.8463
9642,49.2
9643,27.72
9644,4.62
9645,-15.942
9646,511.368
9647,423.92
9648,5.43
9649,67.188
9650,-4.434
9651,22.68
9652,29.4
9653,-20.04
9654,-1.125
9655,22.74
9656,-66.204
9657,-11.76
9658,3.24
9659,20.184
9660,2.64
9661,27.75
9662,2.88
9663,43.32
9664,6.3684
9665,24.57
9666,-7.68
9667,6.3
9668,25.551
9669,40.28
9670,174.36
9671,4.24
9672,-13.608
9673,-2.61
9674,-2.916
9675,6.102
9676,53.4
9677,2.259
9678,-5.6406
9679,7.76
9680,-0.0072
9681,79.758
9682,-124.02
9683,3.36
9684,4.3902
9685,-2.16
9686,-19.928
9687,-3.93
9688,-17.994
9689,158.1
9690,-133.412
9691,-3.4128
9692,-6.3
9693,9.66
9694,-3.7224
9695,7.14
9696,60.1398
9697,-7.70704
9698,7.38
9699,10.04
9700,8.28
9701,92.88
9702,13.2986
9703,-23.712
9704,2.97
9705,-5.34
9706,1.98
9707,11.2752
9708,0.2
9709,-4.248
9710,117.984
9711,-151.788
9712,332.178
9713,49.2
9714,32.34
9715,22.36
9716,-11.835
9717,67.128
9718,435.51
9719,48.056
9720,11.94
9721,18.12
9722,1594.89
9723,91.14
9724,51.8238
9725,36.54
9726,60.48
9727,-9.828
9728,11.85
9729,-16.216
9730,61.92
9731,14.22
9732,-6.089
9733,10.6232
9734,93.6988
9735,53.2608
9736,-22.149
9737,-17.46
9738,-10.626
9739,5.07
9740,-149.088
9741,-6.84
9742,-90.0
9743,341.73
9744,25.4384
9745,-24.968
9746,123.435
9747,122.765
9748,4.533
9749,31.5
9750,-23.454
9751,-44.1792
9752,2.976
9753,-7.392
9754,18.6
9755,19.5
9756,23.316
9757,5.28
9758,13.5
9759,1.3416
9760,5.58
9761,42.84
9762,54.27
9763,3.3
9764,-120.963
9765,9.162
9766,9.72
9767,-5.7588
9768,20.58
9769,-108.561
9770,8.6
9771,9.3312
9772,12.6
9773,-2.2878
9774,17.78
9775,29.32
9776,23.94
9777,-26.244
9778,-56.04
9779,61.884
9780,13.08
9781,4.1328
9782,1.26
9783,36.12
9784,3.84
9785,104.722
9786,4.4312
9787,0.0
9788,3.5858
9789,77.672
9790,12.1401
9791,8.34
9792,175.28
9793,3.45
9794,-13.8
9795,3.06
9796,101.28
9797,13.26
9798,48.78
9799,42.57
9800,8.8464
9801,3.9
9802,45.36
9803,86.76
9804,56.4
9805,109.04
9806,1.4
9807,0.0
9808,11.592
9809,15.1158
9810,-290.875
9811,-46.784
9812,50.352
9813,-42.504
9814,-27.3312
9815,101.28
9816,447.75
9817,6.28
9818,1.4256
9819,110.96
9820,-456.174
9821,3.3675
9822,24.03
9823,10.3904
9824,-4.404
9825,40.7
9826,-4.8
9827,4.5
9828,128.16
9829,7.92
9830,16.68
9831,-23.1
9832,29.1528
9833,6.321
9834,-28.47
9835,4.86
9836,-10.344
9837,24.33
9838,17.64
9839,14.916
9840,6.81
9841,16.47
9842,15.75
9843,5.7672
9844,9.2322
9845,190.575
9846,28.008
9847,15.0384
9848,238.236
9849,-39.195
9850,449.991
9851,2.04
9852,17.16
9853,-86.613
9854,70.8
9855,-51.3
9856,1.0008
9857,0.44
9858,301.968
9859,-93.168
9860,17.28
9861,2.1
9862,21.42
9863,3.984
9864,1.23
9865,0.0
9866,41.154
9867,-2.964
9868,162.839
9869,42.8805
9870,8.8398
9871,5.01
9872,17.6
9873,-57.504
9874,136.618
9875,32.13
9876,3.72
9877,32.25
9878,4.5684
9879,-3.2706
9880,-11.624
9881,17.64
9882,5.2896
9883,89.982
9884,35.4
9885,20.436
9886,320.45
9887,16.632
9888,3.22
9889,5.04
9890,1.335
9891,36.48
9892,18.8532
9893,3.96
9894,6.72
9895,104.64
9896,50.463
9897,20.97
9898,-2.436
9899,0.74
9900,47.04
9901,16.66
9902,13.77
9903,42.93
9904,-17.568
9905,8.992
9906,-207.497
9907,2.97
9908,482.685
9909,4.8
9910,18.18
9911,39.54
9912,10.08
9913,64.56
9914,-72.616
9915,-0.048
9916,9.78
9917,-7.47
9918,11.2839
9919,34.38
9920,459.396
9921,-22.72
9922,1246.8
9923,405.423
9924,18.9126
9925,-62.16
9926,36.4044
9927,92.04
9928,63.36
9929,25.83
9930,36.96
9931,215.989
9932,2.7166
9933,10.6011
